answer	query	num	Query	UserId	ChatsQuantity	BotAnswer	BotHelp	Len	SbertScore	OldMouseRelevant	OldMouseScore	MouseRelevant	MouseScore
Действие патента прекращается на следующий день после окончания периода, за который уплачен предыдущий платеж (п. 13 ст. 13.3 Закона № 115-ФЗ). Иностранец должен незамедлительно покинуть страну после прекращения действия патента. Поэтому если срок действия патента истек, иностранец находился на территории Саратовской области незаконно и его могли депортировать. В тоже время пропуск срока для оформления патента не служит основанием для отказа в приеме заявления на его оформление.  Но для оформления нового патента иностранцу необходимо представить квитанцию об оплате штрафа по ст. 18.20 КоАП РФ (пп. 7 п. 2 ст. 13.3 Закона №115-ФЗ).     Обоснование в материалах Системы Главбух:  https://vip.1gl.ru/#/document/99/901823501/XA00MB82NN/  https://vip.1gl.ru/#/document/99/901823501/ZAP261M3EB/ 	Здравствуйте! Гражданин Узбекистана въехал в Россию, получил патент в Москве, поработал там пару месяцев, потом решил поехать для работы в другой регион - Саратовскую область. Случилось так, что работодатель не осведомлен был о том. что необходимо сохранять предыдущие чеки оплаты патента и сам патент. Работодатель занялся оформлением нового патента в Саратовской области , забыв оплатить мигранту прежний патент в Москве. Получается, что мигрант уже находился на территории Саратовской области незаконно? Его могли депортировать? В миграционной службе сказали заплатить 10 т.р. по ст. 18.10 КоАП РФ (пропущены сроки подачи документов) и выдали новый патент. Я правильно понимаю, что миграция пошла нам на встречу и не стала депортировать мигранта? так как миграция знала о том, что нет чеков и патент Москвы прогорел. Или так можно все таки, если мигрант переезжает из субъекта в субъект, прежний патент сгорает и заплатив штраф (без пересечения границы, это раньше можно было дешево пересечь, а сейчас только воздушный путь Россия - Узбекистан, что дорого) в 10 т.р. по ст. 18.10 КоАп РФ безболезненно получить новый патент в новом субъекте?	246	виды деятельности по патенту для мигрантов в 2024 год	1927649	1	0	0	9	0.821328997612	Правда	0.91481876373291	Правда	0.8820585608482361
Уставный капитал общества с ограниченной ответственностью может быть увеличен за счет внесения дополнительных вкладов учредителем. Дополнительные вклады можно внести не только деньгами или имуществом, но и зачетом денежных требований к организации. Таким образом, происходит увеличение уставного капитала за счет дополнительного вклада учредителя и погашение долга.  Более подробно об этом Вы можете узнать, перейдя по ссылке:  https://usn.1gl.ru/#/document/99/553850347/ 	У ООО имеется задолженность перед единственным учредителем. Может ли учредитель увеличить уставный капитал ООО за счет имеющейся задолженности ему? Спасибо	247	вклад не оплатили более 2 лет , ответственность есть	19734152	1	0	0	9	0.912890255451202	Ложь	0.763717234134674	Правда	0.8821642994880676
При оплате через эквайринг нужно применять ККТ.  В настоящий момент нужно пробивать чеки, когда получаете безналичную оплату от физлиц. Способ безналичной оплаты не имеет значения, кассу нужно применять в любом случае. Например, когда физлицо платит наличными в банке по квитанции, безналичными через Сбербанк-онлайн, банкомат, электронные кошельки, любые платежные системы в интернете.  Эквайринг подразделяется на:    торговый эквайринг   прием платежей по банковским картам для торговли, кафе и услуг населению;    интернет-эквайринг   прием платежей на сайтах, в приложениях и группах: банковские карты, электронные кошельки и мобильные операторы;    мобильный эквайринг   прием платежей по банковским картам с помощью смартфона или планшетного компьютера и подключенного к ним специального устройства для чтения pos-терминала (mPOS). Мобильный эквайринг применяют при приеме платежей курьерами, водителями такси и т. д.;    ATM-эквайринг   прием банковских карт в различных терминалах и банкоматах для осуществления платежей и операций с наличностью.  Во всех этих случаях нужно применять ККТ. Чеки пробивать не требуется, если расчеты освобождены от ККТ при любом способе оплаты (см. перечень случаев, когда применять ККТ не требуется).  Более подробно об этом Вы можете узнать, перейдя по ссылке: https://vip.1gl.ru/#/document/86/225388/, https://vip.1gl.ru/#/document/86/225389/, https://vip.1gl.ru/#/document/86/184839/          	•продажа через эвайринг без кассы - это как	248	Здравствуйте! Мы подключили интернет эквайринг, нужна ли нам касса?	6088076	1	0	0	9	0.987459421157837	Правда	0.964390277862549	Правда	0.9612202048301697
После того как вы направили претензию, дождитесь, пока придет ответ или закончится срок для ответа на претензию. Срок на ответ исчисляйте со дня, следующего за днем отправки претензии, если иной порядок не установлен в договоре.  Например, если претензию отправили 1 октября и действуют общие правила, то срок для ответа составляет 30 дней, исчисляется со 2 октября и заканчивается 31 октября. Иск можно подавать в суд уже 1 ноября. Если срок для ответа на претензию исчисляется со дня получения претензии, то сначала проверьте, получил ли контрагент претензию. Если контрагент в итоге не пришел на почту, чтобы получить письмо, то датой получения письма будет день, когда почта выслала письмо обратно отправителю. Это вытекает из статьи 165.1 ГК: юридически значимое сообщение получено, если оно поступило адресату, но тот сообщение не получил или с ним не ознакомился.   Поэтому, дождитесь, когда Вам вернут письмо с претензий и после через 30 дней подавайте иск в суд.     Более подробно об этом Вы можете узнать, перейдя по ссылке:  https://vip.1gl.ru/#/document/16/63728 	Добрый день! Договором предусмотрено обращение в суд через 30 дней после получения претензии. Контрагент не получает претензию, нет уведомления о получении. Вопрос: Через сколько может быть отправлено исковое заявление, чтобы не был нарушен претензионный порядок?  	249	Здравствуйте,вернулась претензия,неполученная покупателем (отправляли Почтой РФ),можно ли вскрывать конверт?	702919	1	0	0	9	0.948591291904449	Правда	0.931359827518463	Правда	0.9294151067733765
По вопросу деятельности организации  Такого быть не может, чтобы в случае, когда учредитель не является сотрудником не было больше других сотрудников. Организация не может существовать без руководителя. Все операции от имени организации осуществляет именно руководитель. Для этого он и назначается участником (участниками). Поэтому один сотрудник   руководитель   должен быть обязательно. Директором может быть один из участников ООО, или любое иное лицо.  Когда учреждается общество с ограниченной ответственностью, обязательно назначается единоличный исполнительный орган  Если возникает ситуация, когда директор отсутствует, формально ООО может существовать, но осуществлять свою хозяйственную деятельность не получится. Ведь для оформления большинства документов при работе с контрагентами требуется подпись директора.  По вопросу начисления зарплаты  Если в отчетном периоде была хоть одна сделка, получается что, директор работал в этот период, а зарплату не получил. Налоговики могут посчитать, что зарплата выдана  в конверте  и провести по этому поводу проверку. Поэтому за тот месяц, когда была оформлена сделка, лучше начислить заработную плату руководителю. Вы можете перевести его на неполный рабочий день, например, на почасовую оплату труда. И оплачивать ему всего несколько часов в месяце осуществления операции.  В этом случае расходы на зарплату существенно уменьшатся, так же как и суммы уплачиваемых с нее налогов и взносов.  Материалы Системы Главбух по вашему вопросу:  https://www.1gl.ru/#/document/12/137719/bssPhr139/ 	Может ли в ООО на ОСН учредитель выполнять операции по хозяйственной деятельности (покупка-продажа) не получая зарплату .(сотрудников нет), деятельность временно не ведется)? Единственный учредитель не является директором и зарплату не начисляет. Иногда выполняет хозяйственные операции, для ФНС будет нарушением, т. к налоги социальные на платятся. С уважением Т.Г.	250	Как налоговики понимают, что работодатель платит зарплату в конвертах?	6806031	1	0	0	9	0.551316857337952	Правда	0.905179679393768	Правда	0.916648805141449
В общем случае среднеотраслевой размер зарплаты в соответствующем регионе по соответствующему виду деятельности возможно посмотреть на официальном сайте ФНС по ссылке https://pb.nalog.ru/calculator.html.  При этом именно в отношении такого вида деятельности, как  80.10 - деятельность частных охранных служб  на данном ресурсе показатели не установлены.   В такой ситуации сведения о среднеотраслевой заработной плате в вашем регионе по вашему виду деятельности возможно посмотреть на сайте Росстата или обратиться за этими данными в ваше территориальное отделение статистики. В частности, воспользоваться я возможно ресурсом Мосстата по ссылке https://mosstat.gks.ru/.    При определении размера зарплаты на её соответствие среднеотраслевому уровню в расчет нужно брать суммы зарплаты по начислению, то есть, до удержания НДФЛ.  Подробная информация об этом приведена по ссылкам:  https://www.1gl.ru/#/document/12/202268/  https://www.1gl.ru/#/document/189/714535/  https://www.1gl.ru/#/document/189/772833/bssPhr22/.          	Добрый день. Не могу найти среднеотраслевую заработную плату по ОКВЭД 80.10 (охранники) по г. Москве. Получили письмо с налоговой, необходимо обосновать. И второй вопрос. Среднеотраслевая з/плата учитывается с НДФЛ? Спасибо.	251	откуда налоговики берут данные о среднеотраслевой зарплате по региону	1923684	1	0	0	9	0.942744493484497	Правда	0.968496024608612	Правда	0.9630190134048462
По вопросу заключения договоров с нерезидентом:  Да, это возможно. При этом учтите, что в соответствии с абзацем 13 статьи 4.1 Федерального закона от 24.11.1996 № 132-ФЗ, на территории РФ реализацию туристского продукта, сформированного иностранным туроператором, вправе осуществлять юридические лица, имеющие финансовое обеспечение, полученное в порядке и на условиях, которые предусмотрены данным Законом. Требования к осуществлению туроператорской деятельности также применяются в отношении юридических лиц, реализующих на территории РФ туристский продукт, сформированный иностранным туроператором.  Данная норма обусловлена тем, что требование о наличии у туроператора финансового обеспечения закреплено в целях защиты прав и законных интересов российских граждан при оказании им туристских услуг.  Учитывая недоступность иностранного туроператора российскому правосудию   на агента в таком случае фактически возложены обязанности туроператора.  При этом по смыслу статьи 10 Закона № 132-ФЗ о едином туристическом продукте речь идет только если договоры на перевозку и проживание заключаются с одним туроператором. В Вашем случае перевозка отсутствует. Соответственно и законодательство о туристской деятельности не применяется.     По вопросу заключения оформления отношений:  При наличии иностранного элемента в договоре по умолчанию применяется право продавца, исполнителя, перевозчика и т.д. (ч. 2 ст. 1211 ГК). А учитывая, что агент выступает от имени иностранных лиц, то оформление договорных отношений по перевозке или проживанию будет зависеть от требований национального права стран, где располагаются гостиницы и т.д. То есть необходимость оформлять те же договоры услуг по проживанию необходимо выяснять у лиц, их непосредственно оказывающих, т.к. российские правила оказания гостиничных услуг ограничены территорией РФ.  Обязанность же выдавать кассовый чек следуют из норм бухгалтерского и налогового учета РФ.     По вопросу оформления договора:  Да, это возможно, т.к. продажа только услуг проживания или перевозки выводит вас из-под действия Закона о туристской деятельности. А по общему правилу даже несоблюдение простой письменной формы договора не влечет его автоматического признания недействительным или незаключенным. На это указал и ФАС Поволжского округа в своем постановлении от 9 июня 2012 г. по делу № А57-15169/2011:  ...несоблюдение простой письменной формы договора возмездного оказания услуг не влечет его недействительность  (см. также постановление ФАС Северо-Кавказского округа от 28 сентября 2012 г. по делу № А53-17836/2011).  То есть сам документ в виде договора в целом может отсутствовать.     Материалы Системы Главбух по вашему вопросу:  https://www.1gl.ru/#/document/86/11187/ 	ООО «Турист» осуществляет деятельность в сфере туризма в качестве турагентства. Система налогообложения УСНО (6%). Работаем с туроператорами – резидентами РФ.  Вопросы: 1. Может ли туристическое агентство заключать договоры с юридическими лицами из сферы туризма (гостиницами, лицами, оказывающими экскурсионные услуги), не резидентами РФ? Возможно ли это при продаже нами турпоездки, включающей в себя проживание и экскурсионную программу, без перелета? При соблюдении каких условий это возможно?  2. Какие документы обязательны для оформления между нами, турагентством, и туристами, приобретающими у нас услуги третьих лиц (по ж/д и авиа перевозке, или страхованию, или оформлению виз, или размещению в гостиницах, или предоставлению экскурсионной программы)? Достаточно ли кассового чека? Необходимо ли составление договора? Рассматриваем случаи, когда, приобретается не комплекс услуг, а лишь некоторые из перечисленных.  3. В своей работе мы используем типовую форму договора на реализацию туристического продукта, Изменяющаяся информация касается лишь некоторых разделов договора. Возможно ли упростить документооборот, разместив бланк договора на нашем сайте, а изменяющуюся информацию вносить в отдельный более короткий документ?  Спасибо! 	252	Форма отчетности туроператора, осуществляющего деятельность в сфере выездного туризма	19211388	1	0	0	9	0.561489641666412	Ложь	0.819827377796173	Ложь	0.7737744450569153
Кондиционер для производственных нужд можно отнести к коду ОКОФ 330.28.25.12.110  Кондиционеры промышленные .  В Классификации основных средств имущество с кодом ОКОФ 330.28.25.12.110 не упомянуто. Поэтому ни к одной амортизационной группе его отнести нельзя.  По общему правилу, если основное средство не указано в Классификации, то срок его полезного использования в налоговом учете нужно установить на основании рекомендаций изготовителя и (или) технических условий (пункт 6 статьи 258 Налогового кодекса РФ).  Рекомендованный срок использования основного средства возьмите из его технического паспорта. Учтите, что гарантийный срок нельзя устанавливать в качестве срока полезного использования, поскольку он заведомо меньше срока службы (постановление Арбитражного суда Московского округа от 19.08.2016 № Ф05-11842/2016 оставлено в силе в этой части определением Верховного суда от 26.01.2017 № 305-КГ16-13478).  В бухучете срок полезного использования основного средства организация определяет самостоятельно по правилам, установленным в пункте 20 ПБУ 6/01.  Подробный ответ читайте в Системе:  https://vip.1gl.ru/#/document/16/63009/bssPhr29/  https://vip.1gl.ru/#/document/86/251763/bssPhr60/  https://vip.1gl.ru/#/document/99/1200121648/ZAP1UQ23B2/    	Здравствуйте!!! В нашей организации куплен кондиционер. Стоимость 300000,00 руб. Для производственных нужд. Подскажите пожалуйста ОКОФ и амортизационную группу.  Заранее благодарю	253	Здравствуйте. купили для рабочих нужд поломойщика за 300 тысяч	17667120	1	0	0	9	0.767009854316711	Ложь	0.846068739891052	Ложь	0.8380423784255981
Однозначно ответить на данный вопрос нельзя.  С одной стороны, ОКВЭД группы 55.10. входит в класс 55, который является пострадавшим от коронавируса видом деятельности.  С другой стороны, данные о пострадавшем ОКВЭД должны быть в ЕГРЮЛ по состоянию на 01.03.2020, чтобы определяться как пострадавший вид деятельности.  Если Ваша организация зарегистрировано позже 01.03.2020   могут возникнуть сложности в получении помощи.  Именно в части отнесения Вашей организации к пострадавшей отрасли нужно обратиться в налоговый орган по месту регистрации или на горячую линию.  Телефон горячей линии ИНФС - 8 800 222-22-22.  Имеются меры поддержки, на которые могут претендовать только те организации, которые относятся к пострадавшим отраслям   например, отсрочку по уплате налогов.    Однако, имеются меры поддержки, на которые могут претендовать все налогоплательщики (без отнесения организации к пострадавшей от коронавируса)   например, на отсрочку сдачи отчетности. Подробнее о всех мерах поддержки и условиях предоставления - https://usn.1gl.ru/#/document/86/222094/. Ознакомьтесь с ними, чтобы установить, на что именно Вы можете рассчитывать.    Также существуют и региональные меры поддержки.  Подробнее о них - https://usn.1gl.ru/#/document/117/54260/dfasfih1bw/.    Эксперт привел информацию, актуальную на текущий момент. Обращаем ваше внимание, что госорганы ежедневно разрабатывают и принимают новые НПД. Поэтому мы не исключаем, что ответ на Ваш вопрос может измениться. Пожалуйста, следите за информацией в системе.     Материалы Системы Главбух по вашему вопросу:  https://usn.1gl.ru/#/document/99/564602792/ZAP1U063AF/,  https://usn.1gl.ru/#/document/86/222094/. https://usn.1gl.ru/#/document/117/54260/dfasfih1bw/. 	прошу письменно дать ответ: Наш ОКВЭД 55.10 мы открылись марте 2020г. Распространяется ли на нас господдержка по постановлению №434 от 03.04.2020г.	254	Здравствуйте, Эсперт письменно отправил ответ, но ссылка не открывается.	4948954	1	0	0	9	0.570634782314301	Правда	0.91921991109848	Правда	0.9256393909454346
Добрый день!  На Ваш вопрос отвечает эксперт ЭС  ACTUALIS Образование   По техническим причинам не смогли отправить Вам ответ.   Консультация была дана по телефону.  	Здравствуйте, поясните , пожалуйста данную формулировку: перемещение в пределах должности с указанием организации образования; при наличии в ней равнозначной вакантной должности на основании решения комиссии. При этом первый руководитель должен соответствовать квалификационным требованиям к данной должности, утвержденным приказом МОН РК от 13 июля 2009 года № 338.  	255	добрый день, подскажите пожалуйста, как можно получить консультацию эксперта	16003238	1	0	0	9	0.859017193317413	Правда	0.979819357395172	Правда	0.9621468186378479
Общий порядок документального оформления и отражения в учете ликвидации основных средств является единым, он применяется в том числе и при оформлении ликвидации (списания с балансового учета) оборудования.  А именно, сначала нужно создать ликвидационную комиссию и оформить Заключение ликвидационной комиссии о том, что имущество не подлежит восстановлению и дальнейшей эксплуатации, в связи с чем должно быть ликвидировано и списано. Образец Заключения см. по ссылке https://vip.1gl.ru/#/document/118/24433/.   Далее оформляется Приказ руководителя о ликвидации ОС. Образец Приказа см. по ссылке https://vip.1gl.ru/#/document/118/24432/.  На основании этого Приказа оформляется Акт о списании объекта основных средств по форме № ОС-4.   В бухучете в составе прочих расходов на счете 91-2 вы отражаете списание остаточной стоимости оборудования (если оно ещё не полностью самортизировано). Если никаких деталей после ликвидации оборудования вы не приходуете, то прочих доходов у вас не будет.   Подробная информация об этом приведена по ссылке  https://vip.1gl.ru/#/document/16/56006/.        	На балансе счета 08.04.1 висят оборудования к установке, не введенные в эксплуатации, полученые в результате реорганизации предприятия с НДС. Оборудованиям больше 20-40 лет, хотим списать с баланса. Алгоритм действий бухгалтера? 	256	скиньте пжс образец форма для заполнения балансовой стоимости ОС	19148284	1	0	0	9	0.744928777217865	Ложь	0.898736774921417	Ложь	0.9058657884597778
Добрый день, спасибо за Ваше замечание!  Пример проверили, действительно, в нем было указан расчет количества дней неправильно. В настоящее время пример поправили.    	Добрый день! В нашей организации возник вопрос по начислению отпускных в период пандемии. Бухгалтер взял за основу расчет из спецпроекта системы Главбух. Ваша Редакция и пример расчета прикреплен ниже. Просим Вас дать разъяснения по вопросу данного расчета, так как теория расходится с вычислениями. Как получилось 5,86 при расчете календарных дней в апреле, почему в примере берется 3 дня ? Спасибо   Редакция от 26 мая 2020 СПЕЦПРОЕКТ. Расчет отпускных в 2020 году В расчете и оплате отпускных с июня 2020 года есть три изменения. Надо по-разному учитывать нерабочие дни по Указам Президента и новые выходные дни 24 июня и 1 июля, а также указывать новые коды в платежке на отпускные. В спецпроекте – все, что вам нужно, чтобы оформить и рассчитать отпускные с учетом всех изменений, образцы документов и памятки. Больничные В 2020 году при расчете отпускных расчетный период у многих сотрудников может включать периоды временной нетрудоспособности, в том числе по карантину на основании больничного листа. Эти промежутки времени при расчете среднего заработка для отпускных не учитывайте. Аналогичным образом не учитывайте суммы, начисленные по больничным листам. Основание – подпункт «б» пункта 5 положения, которое утверждено постановлением Правительства от 24.12.2017 № 922. Пример Как рассчитать отпускные сотруднику старше 65 лет, который с 6 апреля по 11 июня 2020 года брал больничный лист по карантину С 15 по 28 июня 2020 года инженеру А.И. Кузнецову предоставлен основной оплачиваемый отпуск. Расчетный период – с 1 июня 2019 года по 31 мая 2020 года – отработан не полностью. С 6 апреля по 11 июня 2020 года Кузнецов брал электронный лист нетрудоспособности в связи с карантином для лиц 65 лет и старше. Таким образом, 25 дней в апреле и весь май при расчете среднего дневного заработка не учитываются. Суммы больничных за эти дни также в расчет не принимаются. Кузнецов получает только оклад 20 000 руб. За три отработанных дня в апреле Кузнецову было начислено 2727 руб. Значит, для расчета среднего заработка надо учесть 202 727 руб. (20 000 руб. х 10 мес. + 2727 руб.). Для расчета отпускных количество календарных дней равно: • в полностью отработанных месяцах – 293 дн. (10 мес. х 29,3 дн./мес.); • не полностью отработанном апреле – 5,86 дн. (29,3 дн./мес. : 30 дн. х 3 дн.). Средний дневной заработок для оплаты отпускных Кузнецова бухгалтер организации рассчитал так: 202 727 руб. : (293 дн. + 5,86 дн.) = 678,33 руб./дн. Сумма отпускных составила: 678,33 руб./дн. х 14 дн. = 9496,62 руб.  © Материал из БСС «Система Главбух» https://www.1gl.ru Дата копирования: 09.06.2020 	257	Добрый день, хотела бы узнать судьбу моего вопроса. Спасибо	7722504	1	0	0	9	0.855774223804474	Правда	0.946779787540436	Правда	0.9265464544296265
В отношении поисковых затрат, осуществляемых до того момента, когда по участку недр, на котором осуществляются поиск, оценка месторождений полезных ископаемых и разведка полезных ископаемых, установлена и документально подтверждена вероятность (более вероятно, чем нет) того, что экономические выгоды от добычи полезных ископаемых превысят понесенные затраты при условии технической осуществимости добычи полезных ископаемых и при наличии у организации ресурсов, необходимых для добычи полезных ископаемых (далее - коммерческая целесообразность добычи), организациями применятся ПБУ 24/2011/  Исходя из условия запроса в Вашем случае идет о поисковых затратах, осуществляемых до того момента, когда установлена и документально подтверждена коммерческая целесообразность добычи на участке недр. Более того, именно для установления коммерческой целесообразности добычи экспертиза и осуществляются.  Согласно п. 4 ПБУ 24/2011 организация устанавливает виды поисковых затрат, признаваемые внеоборотными активами. Остальные поисковые затраты признаются расходами по обычным видам деятельности.  К нематериальным поисковым активам, как правило, относятся (п. 8 ПБУ 24/2011) расходы на информация, полученную в результате топографических, геологических и геофизических исследований, оценка коммерческой целесообразности добычи.  Таким образом, расходы на госээкспертизу проекта добычи могут включаться в состав капитальных расходов по нематериальному поисковому активу.  Согласно абз. 3 п. 1 ст. 261 НК к расходам на освоение природных ресурсов относятся расходы на поиски и оценку месторождений полезных ископаемых, разведку полезных ископаемых и (или) гидрогеологические изыскания, осуществляемые на участке недр в соответствии с полученными в установленном порядке лицензиями или иными разрешениями уполномоченных органов, а также расходы на приобретение необходимой геологической и иной информации у третьих лиц, в том числе в государственных органах.  Данные расходы в силу абз. 3 п. 2 ст. 261 НК  включаются в состав прочих расходов равномерно в течение 12 месяцев.  В абз. 1 п. 2 ст. 261 НК указано, что расходы на освоение природных ресурсов подлежат включению в состав прочих расходов, если источником их финансирования не являются средства бюджета и (или) средства государственных внебюджетных фондов.  Расходы на освоение природных ресурсов учитываются в порядке, предусмотренном ст. 325 НК. Таким образом, расходы по госэспертизе проекта учитываются в вышеназванном порядке. Более подробно об этом Вы можете узнать, перейдя по ссылке:  https://vip.1gl.ru/#/document/16/57774/ 	Организация выиграла лицензию на золотодобычу на аукционе с целевым назначением: геологическое изучение, разведка и добыча полезных ископаемых, в том числе использования отходов горнодобывающего и связных с ним перерабатывающих производств в декабре 2015 года. С 2016-2019 год вели поиск и оценку. в конце 2019 года подали отчет на утверждение запасов по поиску и оценке. Произвели плату за проведение гос.эксп/подсч.зап.пол.ископ.(Отчет о рез.поис.и оцен.раб.на участке недр-долина р.Белый Урюм с притоками Ключ 4 и Широкийкий) Подсчет запас. в размере 60 000 . Прошу уточнить как списать данные расходы в НУ и БУ?	258	Как учесть расходы по государственной экспертизе запасов полезных ископаемых	1506019	1	0	0	9	0.887459337711334	Правда	0.949893057346344	Правда	0.9516372084617615
По вопросу определения часов сверхурочной работы Для начала отметим, в рассматриваемой ситуации работодатель должен определить количество часов сверхурочной работы по основному месту работы сотрудника и на работе по внутреннему совместительству в отдельности. Для этого определите норму рабочего времени за выбранный учетный период по двум местам работы. Обусловлено это тем, что совместительство - выполнение работником другой регулярной оплачиваемой работы на условиях трудового договора в свободное от основной работы время (ст. 282 ТК).  По общему правилу, гарантии и компенсации, предусмотренные трудовым законодательством и иными нормативными правовыми актами, содержащими нормы трудового права, коллективными договорами, соглашениями, локальными нормативными актами, предоставляются лицам, работающим по совместительству, в полном объеме (ст. 287 ТК).  При суммированном учете ежедневная и еженедельная продолжительность рабочего времени могут отклоняться от установленной нормы. Однако в течение определенного учетного периода все допущенные переработки должны быть компенсированы за счет недоработок. Учетным периодом в общем случае может быть месяц, квартал, полугодие и т. д., но не более года. Суммарную норму рабочего времени определяйте по производственному календарю исходя из нормальной продолжительности рабочей недели, установленной для определенной категории сотрудников. Данное правило распространяется как на основных сотрудников, так и на совместителей. При этом общая продолжительность рабочего времени для совместителей не может превышать четырех часов в день (ст. 284 ТК). Но если сотрудник свободен от основной работы в какой-либо день, то он может работать по совместительству в это время полный рабочий день. Однако в течение одного месяца или другого учетного периода продолжительность работы совместителя не должна превышать половину нормы рабочего времени за учетный период, установленной для соответствующей категории сотрудников. Такие ограничения установлены частью 1 статьи 284 ТК.  Таким образом, чтобы посчитать количество часов сверхурочной работы, определите норму рабочего времени за выбранный учетный период по основному месту работы и на работе по совместительству и сравните с часами, которые отработал сотрудник по двум местам работы в отдельности.  Сотруднику с суммированным учетом рабочего времени доплата за сверхурочные за первые два часа в учетном периоде должна быть не менее чем в полуторном размере, за последующие часы   в двойном.    Материалы Системы Главбух по вашему вопросу:  https://www.1gl.ru/#/document/16/57869  https://www.1gl.ru/#/document/86/202192  https://www.1gl.ru/#/document/86/159360 	Как рассчитать доплату за сверхурочную работу (переработку) при суммированном учете рабочего времени,если сотрудник работает по основной работе и совместительству в той же организации и на аналогичной должности. Какая норма рабочего времени береться в расчет за учетный период отдельно по основной работе и отдельно по внутреннему совместительству или суммировать количество часов .	259	как провести в зуп сверхурочную работу при суммированном учете	10507039	1	0	0	9	0.960290670394897	Правда	0.9643394947052	Правда	0.9611213207244873
